"X"	"latitude"	"longitude"	"returned.address"	"zipcode"	"neighborhood"	"borough"
"208"	208	40.71911	-73.99973	"129 Lafayette St, New York, NY 10013, USA"	"10013"	"Greenwich Village and Soho"	"Manhattan"
"209"	209	40.67891	-73.94143	"22-54 Kingston Ave, Brooklyn, NY 11213, USA"	"11213"	"Central Brooklyn"	"Brooklyn"
"210"	210	40.70906	-74.01043	"70-76 Liberty St, New York, NY 10045, USA"	"10045"	"Lower Manhattan"	"Manhattan"
"211"	211	40.70877	-73.95095	"Stagg St, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"212"	212	40.74174	-73.99416	"104 W 21st St, New York, NY 10011, USA"	"10011"	"Chelsea and Clinton"	"Manhattan"
"213"	213	40.72406	-74.00966	"466 Greenwich St, New York, NY 10013, USA"	"10013"	"Greenwich Village and Soho"	"Manhattan"
"214"	214	40.7627	-73.99301	"468 W 47th St, New York, NY 10036, USA"	"10036"	"Chelsea and Clinton"	"Manhattan"
"215"	215	40.75098	-73.98765	"1350 Broadway, New York, NY 10018, USA"	"10018"	"Chelsea and Clinton"	"Manhattan"
"216"	216	40.72622	-73.9838	"133 E 7th St, New York, NY 10009, USA"	"10009"	"Lower East Side"	"Manhattan"
"217"	217	40.74422	-73.97121	"E River Esplanade, New York, NY 10016, USA"	"10016"	"Gramercy Park and Murray Hill"	"Manhattan"
"218"	218	40.72779	-73.98565	"79 St Marks Pl, New York, NY 10003, USA"	"10003"	"Lower East Side"	"Manhattan"
"219"	219	40.74901	-73.98848	"901 6th Ave, New York, NY 10001, USA"	"10001"	"Chelsea and Clinton"	"Manhattan"
"220"	220	40.7145	-74.00563	"35 Reade St, New York, NY 10007, USA"	"10007"	"Lower Manhattan"	"Manhattan"
"221"	221	40.75002	-73.96905	"771 1st Ave Tunnel, New York, NY 10017, USA"	"10017"	"Gramercy Park and Murray Hill"	"Manhattan"
"222"	222	40.75594	-74.00212	"601-631 W 34th St, New York, NY 10001, USA"	"10001"	"Chelsea and Clinton"	"Manhattan"
"223"	223	40.75514	-73.98658	"1454 Broadway, New York, NY 10036, USA"	"10036"	"Chelsea and Clinton"	"Manhattan"
"224"	224	40.70365	-74.01168	"100 Broad St, New York, NY 10004, USA"	"10004"	"Lower Manhattan"	"Manhattan"
"225"	225	40.70255	-73.9894	"109 Front St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"226"	226	40.70317	-73.94064	"24-46 Humboldt St, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"227"	227	40.77706	-73.97898	"249-253 Columbus Ave, New York, NY 10023, USA"	"10023"	"Upper West Side"	"Manhattan"
"228"	228	40.71104	-73.94714	"202 Leonard St, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"229"	229	40.77283	-73.96685	"910-912 5th Ave, New York, NY 10021, USA"	"10021"	"Upper East Side"	"Manhattan"
"230"	230	40.73224	-74.00026	"89 Washington Pl, New York, NY 10011, USA"	"10011"	"Chelsea and Clinton"	"Manhattan"
"231"	231	40.7208	-73.95485	"143-193 N 12th St, Brooklyn, NY 11249, USA"	"11249"	"Bushwick and Williamsburg"	"Brooklyn"
"232"	232	40.76351	-73.97109	"29-45 E 59th St, New York, NY 10022, USA"	"10022"	"Gramercy Park and Murray Hill"	"Manhattan"
"233"	233	40.70122	-74.01234	"E River Bikeway, New York, NY 10004, USA"	"10004"	"Lower Manhattan"	"Manhattan"
"234"	234	40.78721	-73.98128	"100-103 Riverside Dr, New York, NY 10024, USA"	"10024"	"Upper West Side"	"Manhattan"
"235"	235	40.75207	-73.96784	"342-386 E 47th St, New York, NY 10017, USA"	"10017"	"Gramercy Park and Murray Hill"	"Manhattan"
"236"	236	40.75038	-73.98339	"6 W 37th St, New York, NY 10018, USA"	"10018"	"Chelsea and Clinton"	"Manhattan"
"237"	237	40.71186	-73.94402	"271 Graham Ave, Brooklyn, NY 11211, USA"	"11211"	"Greenpoint"	"Brooklyn"
"238"	238	40.70511	-73.94407	"1-129 McKibbin St, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"239"	239	40.75255	-73.97283	"203 E 45th St, New York, NY 10017, USA"	"10017"	"Gramercy Park and Murray Hill"	"Manhattan"
"240"	240	40.76825	-73.98864	"448-450 W 56th St, New York, NY 10019, USA"	"10019"	"Chelsea and Clinton"	"Manhattan"
"241"	241	40.76341	-73.99667	"600-604 W 46th St, New York, NY 10036, USA"	"10036"	"Chelsea and Clinton"	"Manhattan"
"242"	242	40.74488	-73.9953	"201-219 W 24th St, New York, NY 10011, USA"	"10011"	"Chelsea and Clinton"	"Manhattan"
"243"	243	40.76874	-73.9612	"1223 3rd Ave, New York, NY 10021, USA"	"10021"	"Upper East Side"	"Manhattan"
"244"	244	40.7244	-74.0047	"534-550 Broome St, New York, NY 10013, USA"	"10013"	"Greenwich Village and Soho"	"Manhattan"
"245"	245	40.69103	-73.99183	"43 Schermerhorn St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"246"	246	40.73705	-73.99009	"33 E 17th St, New York, NY 10003, USA"	"10003"	"Lower East Side"	"Manhattan"
"247"	247	40.77967	-73.98093	"280-288 Amsterdam Ave, New York, NY 10023, USA"	"10023"	"Upper West Side"	"Manhattan"
"248"	248	40.7644	-73.96649	"140 E 63rd St, New York, NY 10065, USA"	"10065"	"Upper East Side"	"Manhattan"
"249"	249	40.68764	-73.96969	"325-357 Clermont Ave, Brooklyn, NY 11238, USA"	"11238"	"Central Brooklyn"	"Brooklyn"
"250"	250	40.76585	-73.98691	"354-398 W 54th St, New York, NY 10019, USA"	"10019"	"Chelsea and Clinton"	"Manhattan"
"251"	251	40.7678	-73.96592	"100-122 E 67th St, New York, NY 10065, USA"	"10065"	"Upper East Side"	"Manhattan"
"252"	252	40.71045	-73.96088	"Willamsburg Bridge Bicycle Path, Brooklyn, NY 11211, USA"	"11211"	"Greenpoint"	"Brooklyn"
"253"	253	40.76096	-73.96724	"168-198 E 58th St, New York, NY 10155, USA"	"10155"	"Gramercy Park and Murray Hill"	"Manhattan"
"254"	254	40.75456	-73.96593	"358 E 51st St, New York, NY 10022, USA"	"10022"	"Gramercy Park and Murray Hill"	"Manhattan"
"255"	255	40.74096	-73.98602	"1-99 E 24th St, New York, NY 10010, USA"	"10010"	"Gramercy Park and Murray Hill"	"Manhattan"
"256"	256	40.75467	-73.99138	"273-299 W 38th St, New York, NY 10018, USA"	"10018"	"Chelsea and Clinton"	"Manhattan"
"257"	257	40.70926	-73.95982	"5352 Williamsburg Bridge Plaza, Brooklyn, NY 11211, USA"	"11211"	"Greenpoint"	"Brooklyn"
"258"	258	40.75898	-73.9938	"411-425 W 42nd St, New York, NY 10036, USA"	"10036"	"Chelsea and Clinton"	"Manhattan"
"259"	259	40.70853	-73.96409	"429-449 Bedford Ave, Brooklyn, NY 11249, USA"	"11249"	"Bushwick and Williamsburg"	"Brooklyn"
"260"	260	40.75757	-73.99099	"300-320 W 42nd St, New York, NY 10036, USA"	"10036"	"Chelsea and Clinton"	"Manhattan"
"261"	261	40.76462	-73.98789	"370-398 W 52nd St, New York, NY 10019, USA"	"10019"	"Chelsea and Clinton"	"Manhattan"
"262"	262	40.71474	-74.00911	"52 Warren St, New York, NY 10007, USA"	"10007"	"Lower Manhattan"	"Manhattan"
"263"	263	40.71606	-73.99191	"38 Allen St, New York, NY 10002, USA"	"10002"	"Lower East Side"	"Manhattan"
"264"	264	40.74937	-73.99923	"296 9th Ave, New York, NY 10001, USA"	"10001"	"Chelsea and Clinton"	"Manhattan"
"265"	265	40.72185	-74.00772	"38 Laight St, New York, NY 10013, USA"	"10013"	"Greenwich Village and Soho"	"Manhattan"
"266"	266	40.71076	-73.994	"166 Market St, New York, NY 10002, USA"	"10002"	"Lower East Side"	"Manhattan"
"267"	267	40.7211	-73.99193	"Rivington St, New York, NY 10002, USA"	"10002"	"Lower East Side"	"Manhattan"
"268"	268	40.71407	-73.99294	"3295 Pike St, New York, NY 10002, USA"	"10002"	"Lower East Side"	"Manhattan"
"269"	269	40.71871	-74.009	"2 Harrison St, New York, NY 10013, USA"	"10013"	"Greenwich Village and Soho"	"Manhattan"
"270"	270	40.75158	-73.97791	"115-127 Pershing Square, New York, NY 10168, USA"	"10168"	"Gramercy Park and Murray Hill"	"Manhattan"
"271"	271	40.68949	-73.94206	"665 Greene Ave, Brooklyn, NY 11221, USA"	"11221"	"Bushwick and Williamsburg"	"Brooklyn"
"272"	272	40.68692	-73.97668	"38 Lafayette Ave, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"273"	273	40.7511	-73.94074	"4198 Queensboro Bridge Greenway, Long Island City, NY 11101, USA"	"11101"	"Northwest Queens"	"Queens"
"274"	274	40.72087	-73.98086	"261-315 E 2nd St, New York, NY 10009, USA"	"10009"	"Lower East Side"	"Manhattan"
"275"	275	40.71602	-73.99974	"95 Bayard St, New York, NY 10013, USA"	"10013"	"Greenwich Village and Soho"	"Manhattan"
"276"	276	40.71173	-73.99193	"1962 Queen St, New York, NY 10002, USA"	"10002"	"Lower East Side"	"Manhattan"
"277"	277	40.68941	-73.96885	"250 Dekalb Ave, Brooklyn, NY 11205, USA"	"11205"	"Northwest Brooklyn"	"Brooklyn"
"278"	278	40.76068	-73.98453	"1606 Broadway, New York, NY 10019, USA"	"10019"	"Chelsea and Clinton"	"Manhattan"
"279"	279	40.6862	-73.94469	"329-337 Monroe St, Brooklyn, NY 11216, USA"	"11216"	"Central Brooklyn"	"Brooklyn"
"280"	280	40.75206	-73.98163	"2-6 E 40th St, New York, NY 10016, USA"	"10016"	"Gramercy Park and Murray Hill"	"Manhattan"
"281"	281	40.77897	-73.97375	"Bridle Path, New York, NY 10024, USA"	"10024"	"Upper West Side"	"Manhattan"
"282"	282	40.7185	-73.9833	"203 Rivington St, New York, NY 10002, USA"	"10002"	"Lower East Side"	"Manhattan"
"283"	283	40.71623	-73.98261	"31 Willett St, New York, NY 10002, USA"	"10002"	"Lower East Side"	"Manhattan"
"284"	284	40.71608	-73.95203	"525 Union Ave, Brooklyn, NY 11211, USA"	"11211"	"Greenpoint"	"Brooklyn"
"285"	285	40.78525	-73.97667	"465 Amsterdam Ave, New York, NY 10024, USA"	"10024"	"Upper West Side"	"Manhattan"
"286"	286	40.72709	-73.95299	"771 Manhattan Ave, Brooklyn, NY 11222, USA"	"11222"	"Greenpoint"	"Brooklyn"
"287"	287	40.74144	-73.97536	"515-543 1st Avenue, New York, NY 10016, USA"	"10016"	"Gramercy Park and Murray Hill"	"Manhattan"
"288"	288	40.72771	-74.0113	"92 Hudson River Greenway, New York, NY 10014, USA"	"10014"	"Greenwich Village and Soho"	"Manhattan"
"289"	289	40.72228	-73.97669	"870 E 6th St, New York, NY 10009, USA"	"10009"	"Lower East Side"	"Manhattan"
"290"	290	40.71045	-73.96525	"100A Broadway, Brooklyn, NY 11249, USA"	"11249"	"Bushwick and Williamsburg"	"Brooklyn"
"291"	291	40.70472	-74.00926	"110 Pearl St, New York, NY 10005, USA"	"10005"	"Lower Manhattan"	"Manhattan"
"292"	292	40.71723	-73.98802	"65 Norfolk St, New York, NY 10002, USA"	"10002"	"Lower East Side"	"Manhattan"
"293"	293	40.77284	-73.94989	"450 E 81st St, New York, NY 10028, USA"	"10028"	"Upper East Side"	"Manhattan"
"294"	294	40.69065	-73.95643	"254 Skillman St, Brooklyn, NY 11205, USA"	"11205"	"Northwest Brooklyn"	"Brooklyn"
"295"	295	40.72325	-73.94308	"86-138 Driggs Ave, Brooklyn, NY 11222, USA"	"11222"	"Greenpoint"	"Brooklyn"
"296"	296	40.69237	-73.93705	"128-138 Lewis Ave, Brooklyn, NY 11221, USA"	"11221"	"Bushwick and Williamsburg"	"Brooklyn"
"297"	297	40.73493	-73.99201	"128 University Pl, New York, NY 10003, USA"	"10003"	"Lower East Side"	"Manhattan"
"298"	298	40.75968	-73.97031	"128 E 55th St, New York, NY 10022, USA"	"10022"	"Gramercy Park and Murray Hill"	"Manhattan"
"299"	299	40.71534	-74.01658	"6 River Terrace, New York, NY 10282, USA"	"10282"	"Lower Manhattan"	"Manhattan"
"300"	300	40.70224	-73.98258	"240-274 Front St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"301"	301	40.76229	-73.98336	"1658 Broadway, New York, NY 10019, USA"	"10019"	"Chelsea and Clinton"	"Manhattan"
"302"	302	40.74571	-73.98195	"105 E 32nd St, New York, NY 10016, USA"	"10016"	"Gramercy Park and Murray Hill"	"Manhattan"
"303"	303	40.71625	-74.00911	"2-16 Hudson St, New York, NY 10013, USA"	"10013"	"Greenwich Village and Soho"	"Manhattan"
"304"	304	40.70764	-73.96842	"475 Kent Ave, Brooklyn, NY 11249, USA"	"11249"	"Bushwick and Williamsburg"	"Brooklyn"
"305"	305	40.7644	-73.97371	"71507 Grand Army Plaza, New York, NY 10019, USA"	"10019"	"Chelsea and Clinton"	"Manhattan"
"306"	306	40.70531	-74.00613	"133 Front St, New York, NY 10005, USA"	"10005"	"Lower Manhattan"	"Manhattan"
"307"	307	40.68146	-73.9349	"394-414 Lewis Ave, Brooklyn, NY 11233, USA"	"11233"	"Central Brooklyn"	"Brooklyn"
"308"	308	40.72743	-73.99379	"6-18 Great Jones St, New York, NY 10012, USA"	"10012"	"Greenwich Village and Soho"	"Manhattan"
"309"	309	40.72165	-74.00235	"85 Grand St, New York, NY 10013, USA"	"10013"	"Greenwich Village and Soho"	"Manhattan"
"310"	310	40.77751	-73.98889	"161 Riverside Blvd, New York, NY 10069, USA"	"10069"	"Upper West Side"	"Manhattan"
"311"	311	40.74692	-74.00452	"480-498 W 22nd St, New York, NY 10011, USA"	"10011"	"Chelsea and Clinton"	"Manhattan"
"312"	312	40.69609	-73.97803	"66-84 Park Ave, Brooklyn, NY 11205, USA"	"11205"	"Northwest Brooklyn"	"Brooklyn"
"313"	313	40.72405	-73.95574	"39-47 N 15th St, Brooklyn, NY 11222, USA"	"11222"	"Greenpoint"	"Brooklyn"
"314"	314	40.76344	-73.98268	"1690 Broadway, New York, NY 10019, USA"	"10019"	"Chelsea and Clinton"	"Manhattan"
"315"	315	40.71542	-74.01122	"101 Warren Street, New York, NY 10282, USA"	"10282"	"Lower Manhattan"	"Manhattan"
"316"	316	40.71117	-74.00017	"392-398 Pearl St, New York, NY 10038, USA"	"10038"	"Lower Manhattan"	"Manhattan"
"317"	317	40.72363	-73.9995	"105 Mercer St, New York, NY 10012, USA"	"10012"	"Greenwich Village and Soho"	"Manhattan"
"318"	318	40.74972	-74.00295	"501-511 W 26th St, New York, NY 10001, USA"	"10001"	"Chelsea and Clinton"	"Manhattan"
"319"	319	40.72706	-73.99662	"207 Mercer St, New York, NY 10012, USA"	"10012"	"Greenwich Village and Soho"	"Manhattan"
"320"	320	40.75646	-73.99372	"359 W 39th St, New York, NY 10018, USA"	"10018"	"Chelsea and Clinton"	"Manhattan"
"321"	321	40.77314	-73.95856	"179 E 77th St, New York, NY 10075, USA"	"10075"	"Upper East Side"	"Manhattan"
"322"	322	40.71912	-74.00667	"130 Franklin St, New York, NY 10013, USA"	"10013"	"Greenwich Village and Soho"	"Manhattan"
"323"	323	40.70569	-74.01678	"243 Hudson River Greenway, New York, NY 10004, USA"	"10004"	"Lower Manhattan"	"Manhattan"
"324"	324	40.72015	-74.01037	"81-85 N Moore St, New York, NY 10013, USA"	"10013"	"Greenwich Village and Soho"	"Manhattan"
"325"	325	40.77493	-73.98267	"115-129 W 67th St, New York, NY 10023, USA"	"10023"	"Upper West Side"	"Manhattan"
"326"	326	40.7122	-73.97948	"441-477 Cherry St, New York, NY 10002, USA"	"10002"	"Lower East Side"	"Manhattan"
"327"	327	40.69475	-73.98362	"160 Johnson St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"328"	328	40.7174	-73.98017	"78 Columbia St, New York, NY 10002, USA"	"10002"	"Lower East Side"	"Manhattan"
"329"	329	40.74436	-73.95587	"4-95 48th Ave, Long Island City, NY 11109, USA"	"11109"	"Northwest Queens"	"Queens"
"330"	330	40.75911	-73.95922	"19 Ed Koch Queensboro Bridge Path, New York, NY 10022, USA"	"10022"	"Gramercy Park and Murray Hill"	"Manhattan"
"331"	331	40.69862	-73.94134	"787-833 Park Ave, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"332"	332	40.68237	-73.94412	"182-252 Halsey St, Brooklyn, NY 11216, USA"	"11216"	"Central Brooklyn"	"Brooklyn"
"333"	333	40.74026	-73.98409	"49-55 Lexington Ave, New York, NY 10010, USA"	"10010"	"Gramercy Park and Murray Hill"	"Manhattan"
"334"	334	40.71269	-73.98776	"238 Madison St, New York, NY 10002, USA"	"10002"	"Lower East Side"	"Manhattan"
"335"	335	40.75715	-73.97208	"General Electric Building, 570 Lexington Ave, New York, NY 10022, USA"	"10022"	"Gramercy Park and Murray Hill"	"Manhattan"
"336"	336	40.70282	-73.98766	"58-80 Pearl St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"337"	337	40.77453	-73.98754	"243-299 W 64th St, New York, NY 10023, USA"	"10023"	"Upper West Side"	"Manhattan"
"338"	338	40.78018	-73.97729	"101-125 W 76th St, New York, NY 10023, USA"	"10023"	"Upper West Side"	"Manhattan"
"339"	339	40.72368	-73.97575	"118 Avenue D, New York, NY 10009, USA"	"10009"	"Lower East Side"	"Manhattan"
"340"	340	40.6865	-73.96563	"412-460 Washington Ave, Brooklyn, NY 11238, USA"	"11238"	"Central Brooklyn"	"Brooklyn"
"341"	341	40.71749	-74.01046	"185-201 Duane St, New York, NY 10013, USA"	"10013"	"Greenwich Village and Soho"	"Manhattan"
"342"	342	40.785	-73.97283	"66 W 84th St, New York, NY 10024, USA"	"10024"	"Upper West Side"	"Manhattan"
"343"	343	40.68683	-73.97968	"68 Flatbush Ave, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"344"	344	40.76818	-73.9591	"244 E 71st St, New York, NY 10021, USA"	"10021"	"Upper East Side"	"Manhattan"
"345"	345	40.71939	-74.00247	"65-75 Lispenard St, New York, NY 10013, USA"	"10013"	"Greenwich Village and Soho"	"Manhattan"
"346"	346	40.75892	-73.96226	"401 E 58th St, New York, NY 10022, USA"	"10022"	"Gramercy Park and Murray Hill"	"Manhattan"
"347"	347	40.69623	-73.94371	"220 Throop Ave, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"348"	348	40.72585	-73.95065	"107 Norman Ave, Brooklyn, NY 11222, USA"	"11222"	"Greenpoint"	"Brooklyn"
"349"	349	40.6826	-73.93804	"418 Marcus Garvey Blvd, Brooklyn, NY 11216, USA"	"11216"	"Central Brooklyn"	"Brooklyn"
"350"	350	40.68852	-73.96476	"21-45 St James Pl, Brooklyn, NY 11205, USA"	"11205"	"Northwest Brooklyn"	"Brooklyn"
"351"	351	40.78058	-73.98562	"2 Riverside Dr, New York, NY 10023, USA"	"10023"	"Upper West Side"	"Manhattan"
"352"	352	40.72083	-73.97793	"24-26 Avenue D, New York, NY 10009, USA"	"10009"	"Lower East Side"	"Manhattan"
"353"	353	40.7551	-73.97499	"100-104 E 47th St, New York, NY 10017, USA"	"10017"	"Gramercy Park and Murray Hill"	"Manhattan"
"354"	354	40.78679	-73.97711	"208-248 W 84th St, New York, NY 10024, USA"	"10024"	"Upper West Side"	"Manhattan"
"355"	355	40.73144	-73.9949	"13-19 University Pl, New York, NY 10003, USA"	"10003"	"Lower East Side"	"Manhattan"
"356"	356	40.74718	-73.94326	"24-56-24-98 44th Dr, Long Island City, NY 11101, USA"	"11101"	"Northwest Queens"	"Queens"
"357"	357	40.77164	-73.98261	"58-98 W 63rd St, New York, NY 10023, USA"	"10023"	"Upper West Side"	"Manhattan"
"358"	358	40.69425	-73.94627	"545-563 Willoughby Ave, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"359"	359	40.69767	-73.98476	"165 Concord St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"360"	360	40.69992	-73.98972	"135-157 Cadman Plaza E, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"361"	361	40.75725	-73.97806	"2-6 E 48th St, New York, NY 10017, USA"	"10017"	"Gramercy Park and Murray Hill"	"Manhattan"
"362"	362	40.72481	-73.94753	"146 1/2 Nassau Ave, Brooklyn, NY 11222, USA"	"11222"	"Greenpoint"	"Brooklyn"
"363"	363	40.76066	-73.98042	"110 W 51st St, New York, NY 10019, USA"	"10019"	"Chelsea and Clinton"	"Manhattan"
"364"	364	40.759	-73.96865	"162E E 55th St, New York, NY 10022, USA"	"10022"	"Gramercy Park and Murray Hill"	"Manhattan"
"365"	365	40.76664	-73.95348	"500-516 E 72nd St, New York, NY 10021, USA"	"10021"	"Upper East Side"	"Manhattan"
"366"	366	40.77391	-73.9544	"302 E 80th St, New York, NY 10075, USA"	"10075"	"Upper East Side"	"Manhattan"
"367"	367	40.77857	-73.97755	"54 W 74th St, New York, NY 10023, USA"	"10023"	"Upper West Side"	"Manhattan"
"368"	368	40.75128	-73.99692	"349-391 W 31st St, New York, NY 10001, USA"	"10001"	"Chelsea and Clinton"	"Manhattan"
"369"	369	40.73232	-73.95509	"135 India St, Brooklyn, NY 11222, USA"	"11222"	"Greenpoint"	"Brooklyn"
"370"	370	40.72557	-73.94434	"210-222 Nassau Ave, Brooklyn, NY 11222, USA"	"11222"	"Greenpoint"	"Brooklyn"
"371"	371	40.77341	-73.97783	"226 Central Park West, New York, NY 10023, USA"	"10023"	"Upper West Side"	"Manhattan"
"372"	372	40.755	-73.98014	"530 5th Ave, New York, NY 10036, USA"	"10036"	"Chelsea and Clinton"	"Manhattan"
"373"	373	40.74235	-73.98915	"1030 Broadway, New York, NY 10010, USA"	"10010"	"Gramercy Park and Murray Hill"	"Manhattan"
"374"	374	40.74665	-73.99392	"200 W 27th St, New York, NY 10001, USA"	"10001"	"Chelsea and Clinton"	"Manhattan"
"375"	375	40.69178	-73.97373	"176 Washington Park, Brooklyn, NY 11205, USA"	"11205"	"Northwest Brooklyn"	"Brooklyn"
"376"	376	40.69573	-73.9713	"65 Clermont Ave, Brooklyn, NY 11205, USA"	"11205"	"Northwest Brooklyn"	"Brooklyn"
"377"	377	40.75527	-73.98317	"38-40 W 43rd St, New York, NY 10036, USA"	"10036"	"Chelsea and Clinton"	"Manhattan"
"378"	378	40.753	-73.98722	"1402 Broadway, New York, NY 10018, USA"	"10018"	"Chelsea and Clinton"	"Manhattan"
"379"	379	40.69327	-73.97704	"284-288 Myrtle Ave, Brooklyn, NY 11205, USA"	"11205"	"Northwest Brooklyn"	"Brooklyn"
"380"	380	40.71782	-73.97629	"Stanton St, New York, NY 10002, USA"	"10002"	"Lower East Side"	"Manhattan"
"381"	381	40.68514	-73.95381	"115-141 Monroe St, Brooklyn, NY 11216, USA"	"11216"	"Central Brooklyn"	"Brooklyn"
"382"	382	40.70191	-74.01394	"10 Peter Minuit Plaza, New York, NY 10004, USA"	"10004"	"Lower Manhattan"	"Manhattan"
"383"	383	40.7087	-73.94486	"121-155 Scholes St, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"384"	384	40.70355	-74.0067	"E River Bikeway, New York, NY 10005, USA"	"10005"	"Lower Manhattan"	"Manhattan"
"385"	385	40.78275	-73.97137	"2 W 82nd St, New York, NY 10024, USA"	"10024"	"Upper West Side"	"Manhattan"
"386"	386	40.77152	-73.99054	"863-869 11th Ave, New York, NY 10019, USA"	"10019"	"Chelsea and Clinton"	"Manhattan"
"387"	387	40.74731	-73.95451	"525 46th Ave, Long Island City, NY 11101, USA"	"11101"	"Northwest Queens"	"Queens"
"388"	388	40.69308	-73.97179	"153-157 Adelphi St, Brooklyn, NY 11205, USA"	"11205"	"Northwest Brooklyn"	"Brooklyn"
"389"	389	40.77683	-73.96389	"973-974 5th Ave, New York, NY 10075, USA"	"10075"	"Upper East Side"	"Manhattan"
"390"	390	40.75323	-73.97033	"245-299 E 47th St, New York, NY 10017, USA"	"10017"	"Gramercy Park and Murray Hill"	"Manhattan"
"391"	391	40.77441	-73.96175	"80-98 E 77th St, New York, NY 10075, USA"	"10075"	"Upper East Side"	"Manhattan"
"392"	392	40.7003	-73.95032	"23 Union Ave, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"393"	393	40.76713	-73.96225	"201-205 E 68th St, New York, NY 10065, USA"	"10065"	"Upper East Side"	"Manhattan"
"394"	394	40.73726	-73.99239	"1 E 16th St, New York, NY 10003, USA"	"10003"	"Lower East Side"	"Manhattan"
"395"	395	40.7038	-74.00839	"32 Old Slip, New York, NY 10005, USA"	"10005"	"Lower Manhattan"	"Manhattan"
"396"	396	40.68631	-73.93578	"280-298 Lewis Ave, Brooklyn, NY 11221, USA"	"11221"	"Bushwick and Williamsburg"	"Brooklyn"
"397"	397	40.71469	-73.95739	"144-146 Roebling St, Brooklyn, NY 11211, USA"	"11211"	"Greenpoint"	"Brooklyn"
"398"	398	40.71248	-73.941	"78 Bushwick Ave, Brooklyn, NY 11211, USA"	"11211"	"Greenpoint"	"Brooklyn"
"399"	399	40.70038	-73.99548	"Brooklyn Queens Expy, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"400"	400	40.68981	-73.97493	"146-150 Dekalb Ave, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"401"	401	40.75992	-73.97649	"1-9 W 52nd St, New York, NY 10019, USA"	"10019"	"Chelsea and Clinton"	"Manhattan"
"402"	402	40.69878	-73.99712	"150 Furman St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"403"	403	40.75971	-73.97402	"52 E 53rd St, New York, NY 10022, USA"	"10022"	"Gramercy Park and Murray Hill"	"Manhattan"
"404"	404	40.71764	-73.94882	"65 Frost St, Brooklyn, NY 11211, USA"	"11211"	"Greenpoint"	"Brooklyn"
"405"	405	40.70583	-73.94645	"79-107 Leonard St, Brooklyn, NY 11206, USA"	"11206"	"Bushwick and Williamsburg"	"Brooklyn"
"406"	406	40.70255	-74.01272	"6 Water St, New York, NY 10004, USA"	"10004"	"Lower Manhattan"	"Manhattan"
"407"	407	40.68753	-73.97265	"271 Cumberland St, Brooklyn, NY 11205, USA"	"11205"	"Northwest Brooklyn"	"Brooklyn"
"408"	408	40.6924	-73.99338	"140 Clinton St, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"409"	409	40.68457	-73.95881	"5 Monroe St, Brooklyn, NY 11238, USA"	"11238"	"Central Brooklyn"	"Brooklyn"
"410"	410	40.68927	-73.98913	"275 Atlantic Ave, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"411"	411	40.71928	-73.94861	"419-463 Leonard St, Brooklyn, NY 11222, USA"	"11222"	"Greenpoint"	"Brooklyn"
"412"	412	40.74161	-73.96044	"Center Blvd, Long Island City, NY 11101, USA"	"11101"	"Northwest Queens"	"Queens"
"413"	413	40.69977	-73.97993	"Perry Ave, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
"414"	414	40.69598	-73.99015	"271A Cadman Plaza E, Brooklyn, NY 11201, USA"	"11201"	"Northwest Brooklyn"	"Brooklyn"
