,altitude,availableBikes,availableDocks,city,id,landMark,lastCommunicationTime,latitude,location,longitude,postalCode,stAddress1,stAddress2,stationName,statusKey,statusValue,testStation,totalDocks
261,,4,29,,505,,2016-11-22 02:43:23 PM,40.74901271,,-73.98848395,,6 Ave & W 33 St,,6 Ave & W 33 St,1,In Service,False,36
262,,13,33,,507,,2016-11-22 02:44:38 PM,40.73912601,,-73.97973776,,E 25 St & 2 Ave,,E 25 St & 2 Ave,1,In Service,False,47
263,,17,7,,508,,2016-11-22 02:41:20 PM,40.76341379,,-73.99667444,,W 46 St & 11 Ave,,W 46 St & 11 Ave,1,In Service,False,24
264,,6,23,,509,,2016-11-22 02:43:45 PM,40.7454973,,-74.00197139,,9 Ave & W 22 St,,9 Ave & W 22 St,1,In Service,False,36
265,,0,0,,510,,2016-08-15 10:12:53 AM,40.7606597,,-73.98042047,,W 51 St & 6 Ave,,W 51 St & 6 Ave,3,Not In Service,False,3
266,,2,31,,511,,2016-11-22 02:43:45 PM,40.72938685,,-73.97772429,,E 14 St & Avenue B,,E 14 St & Avenue B,1,In Service,False,33
267,,1,26,,513,,2016-11-22 02:43:25 PM,40.768254,,-73.988639,,W 56 St & 10 Ave,,W 56 St & 10 Ave,1,In Service,False,27
268,,28,25,,514,,2016-11-22 02:44:50 PM,40.76087502,,-74.00277668,,12 Ave & W 40 St,,12 Ave & W 40 St,1,In Service,False,53
269,,0,35,,515,,2016-11-22 02:44:34 PM,40.76009437,,-73.99461843,,W 43 St & 10 Ave,,W 43 St & 10 Ave,1,In Service,False,35
270,,27,2,,516,,2016-11-22 02:44:12 PM,40.75206862,,-73.96784384,,E 47 St & 1 Ave,,E 47 St & 1 Ave,1,In Service,False,31
271,,22,32,,517,,2016-11-22 02:43:53 PM,40.751581,,-73.97791,,Pershing Square South,,Pershing Square South,1,In Service,False,59
272,,2,35,,518,,2016-11-22 02:44:48 PM,40.74780373,,-73.9734419,,E 39 St & 2 Ave,,E 39 St & 2 Ave,1,In Service,False,39
273,,11,50,,519,,2016-11-22 02:41:42 PM,40.751873,,-73.977706,,Pershing Square North,,Pershing Square North,1,In Service,False,61
274,,4,35,,520,,2016-11-22 02:44:44 PM,40.75992262,,-73.97648516,,W 52 St & 5 Ave,,W 52 St & 5 Ave,1,In Service,False,39
275,,38,11,,522,,2016-11-22 02:42:01 PM,40.75714758,,-73.97207836,,E 51 St & Lexington Ave,,E 51 St & Lexington Ave,1,In Service,False,51
276,,8,40,,523,,2016-11-22 02:44:29 PM,40.75466591,,-73.99138152,,W 38 St & 8 Ave,,W 38 St & 8 Ave,1,In Service,False,51
277,,47,8,,524,,2016-11-22 02:43:56 PM,40.75527307,,-73.98316936,,W 43 St & 6 Ave,,W 43 St & 6 Ave,1,In Service,False,57
278,,33,6,,525,,2016-11-22 02:41:31 PM,40.75594159,,-74.0021163,,W 34 St & 11 Ave,,W 34 St & 11 Ave,1,In Service,False,39
279,,24,14,,526,,2016-11-22 02:42:04 PM,40.74765947,,-73.98490707,,E 33 St & 5 Ave,,E 33 St & 5 Ave,1,In Service,False,39
280,,24,32,,527,,2016-11-22 02:42:54 PM,40.744023,,-73.976056,,E 33 St & 2 Ave,,E 33 St & 2 Ave,1,In Service,False,59
281,,30,8,,528,,2016-11-22 02:41:47 PM,40.74290902,,-73.97706058,,2 Ave & E 31 St,,2 Ave & E 31 St,1,In Service,False,39
282,,11,30,,529,,2016-11-22 02:44:17 PM,40.7575699,,-73.99098507,,W 42 St & 8 Ave,,W 42 St & 8 Ave,1,In Service,False,41
283,,17,18,,530,,2016-11-22 02:44:15 PM,40.771522,,-73.990541,,11 Ave & W 59 St,,11 Ave & W 59 St,1,In Service,False,36
284,,2,36,,531,,2016-11-22 02:43:14 PM,40.71893904,,-73.99266288,,Forsyth St & Broome St,,Forsyth St & Broome St,1,In Service,False,39
285,,19,23,,532,,2016-11-22 02:42:32 PM,40.710451,,-73.960876,,S 5 Pl & S 4 St,,S 5 Pl & S 4 St,1,In Service,False,43
286,,44,3,,533,,2016-11-22 02:44:39 PM,40.75299641,,-73.98721619,,Broadway & W 39 St,,Broadway & W 39 St,1,In Service,False,50
287,,30,1,,534,,2016-11-22 02:43:58 PM,40.70255065,,-74.0127234,,Water - Whitehall Plaza,,Water - Whitehall Plaza,1,In Service,False,31
288,,18,11,,536,,2016-11-22 02:45:00 PM,40.74144387,,-73.97536082,,1 Ave & E 30 St,,1 Ave & E 30 St,1,In Service,False,29
289,,0,0,,537,,2016-10-19 12:42:19 PM,40.74025878,,-73.98409214,,Lexington Ave & E 24 St,,Lexington Ave & E 24 St,3,Not In Service,False,0
290,,28,2,,539,,2016-11-22 02:44:41 PM,40.71534825,,-73.96024116,,Metropolitan Ave & Bedford Ave,,Metropolitan Ave & Bedford Ave,1,In Service,False,31
291,,19,9,,540,,2016-11-22 02:43:35 PM,40.7431155538,,-73.9821535349,,Lexington Ave & E 29 St,,Lexington Ave & E 29 St,1,In Service,False,30
292,,3,24,,545,,2016-11-22 02:43:53 PM,40.736502,,-73.97809472,,E 23 St & 1 Ave,,E 23 St & 1 Ave,1,In Service,False,27
293,,30,7,,546,,2016-11-22 02:44:14 PM,40.74444921,,-73.98303529,,E 30 St & Park Ave S,,E 30 St & Park Ave S,1,In Service,False,38
294,,30,0,,2000,,2016-11-22 02:42:22 PM,40.70255088,,-73.98940236,,Front St & Washington St,,Front St & Washington St,1,In Service,False,30
295,,10,5,,2001,,2016-11-22 02:44:38 PM,40.699773,,-73.979927,,Sands St & Navy St,,Sands St & Navy St,1,In Service,False,15
296,,17,10,,2002,,2016-11-22 02:42:49 PM,40.716887,,-73.963198,,Wythe Ave & Metropolitan Ave,,Wythe Ave & Metropolitan Ave,1,In Service,False,27
297,,0,37,,2003,,2016-11-22 02:41:36 PM,40.733812192,,-73.9805442095,,1 Ave & E 18 St,,1 Ave & E 18 St,1,In Service,False,39
298,,32,4,,2004,,2016-11-22 02:43:15 PM,40.724399,,-74.004704,,6 Ave & Broome St,,6 Ave & Broome St,1,In Service,False,36
299,,4,8,,2005,,2016-11-22 02:43:36 PM,40.70531194,,-73.97100056,,Railroad Ave & Kay Ave,,Railroad Ave & Kay Ave,1,In Service,False,12
300,,0,49,,2006,,2016-11-20 09:55:31 PM,40.76590936,,-73.97634151,,Central Park S & 6 Ave,,Central Park S & 6 Ave,3,Not In Service,False,49
301,,20,4,,2008,,2016-11-22 02:42:58 PM,40.70569254,,-74.01677685,,Little West St & 1 Pl,,Little West St & 1 Pl,1,In Service,False,24
302,,3,32,,2009,,2016-11-22 02:42:59 PM,40.71117444,,-73.99682619,,Catherine St & Monroe St,,Catherine St & Monroe St,1,In Service,False,35
303,,15,23,,2010,,2016-11-22 02:44:54 PM,40.72165481,,-74.00234737,,Grand St & Greene St,,Grand St & Greene St,1,In Service,False,39
304,,8,25,,2012,,2016-11-22 02:45:01 PM,40.739445,,-73.976806,,E 27 St & 1 Ave,,E 27 St & 1 Ave,1,In Service,False,36
305,,31,7,,2017,,2016-11-22 02:43:27 PM,40.75022392,,-73.97121414,,E 43 St & 2 Ave,,E 43 St & 2 Ave,1,In Service,False,39
306,,10,31,,2021,,2016-11-22 02:44:40 PM,40.75929124,,-73.98859651,,W 45 St & 8 Ave,,W 45 St & 8 Ave,1,In Service,False,43
307,,0,31,,2022,,2016-11-22 02:43:16 PM,40.759107,,-73.959223,,E 60 St & York Ave,,E 60 St & York Ave,1,In Service,False,33
308,,28,8,,2023,,2016-11-22 02:43:45 PM,40.75968085,,-73.97031366,,E 55 St & Lexington Ave,,E 55 St & Lexington Ave,1,In Service,False,36
309,,19,4,,3002,,2016-11-22 02:44:40 PM,40.711512,,-74.015756,,South End Ave & Liberty St,,South End Ave & Liberty St,1,In Service,False,25
310,,39,6,,3016,,2016-11-22 02:44:43 PM,40.720367753,,-73.9616507292,,Kent Ave & N 7 St,,Kent Ave & N 7 St,1,In Service,False,47
311,,3,21,,3041,,2016-11-22 02:43:49 PM,40.67890679,,-73.94142771,,Kingston Ave & Herkimer St,,Kingston Ave & Herkimer St,1,In Service,False,24
312,,6,13,,3042,,2016-11-22 02:42:10 PM,40.6794268,,-73.9298911,,Fulton St & Utica Ave,,Fulton St & Utica Ave,1,In Service,False,19
313,,2,17,,3043,,2016-11-22 02:41:57 PM,40.6814598,,-73.934903,,Lewis Ave & Decatur St,,Lewis Ave & Decatur St,1,In Service,False,19
314,,5,22,,3044,,2016-11-22 02:42:48 PM,40.6800105,,-73.938475,,Albany Ave & Fulton St,,Albany Ave & Fulton St,1,In Service,False,27
315,,3,15,,3046,,2016-11-22 02:44:10 PM,40.682601,,-73.938037,,Marcus Garvey Blvd & Macon St,,Marcus Garvey Blvd & Macon St,1,In Service,False,19
316,,6,14,,3047,,2016-11-22 02:42:33 PM,40.6823687,,-73.944118,,Halsey St & Tompkins Ave,,Halsey St & Tompkins Ave,1,In Service,False,21
317,,2,17,,3048,,2016-11-22 02:43:30 PM,40.68402,,-73.94977,,Putnam Ave & Nostrand Ave,,Putnam Ave & Nostrand Ave,1,In Service,False,19
318,,0,18,,3049,,2016-11-22 02:43:34 PM,40.68488,,-73.96304,,Cambridge Pl & Gates Ave,,Cambridge Pl & Gates Ave,1,In Service,False,18
319,,0,21,,3050,,2016-11-22 02:41:56 PM,40.6851532,,-73.94111,,Putnam Ave & Throop Ave,,Putnam Ave & Throop Ave,1,In Service,False,21
320,,3,20,,3052,,2016-11-22 02:41:05 PM,40.686312,,-73.935775,,Lewis Ave & Madison St,,Lewis Ave & Madison St,1,In Service,False,23
321,,1,22,,3053,,2016-11-22 02:43:14 PM,40.6900815,,-73.947915,,Marcy Ave & Lafayette Ave,,Marcy Ave & Lafayette Ave,1,In Service,False,23
322,,0,19,,3054,,2016-11-22 02:42:35 PM,40.6894932,,-73.942061,,Greene Ave & Throop Ave,,Greene Ave & Throop Ave,1,In Service,False,19
323,,1,22,,3055,,2016-11-22 02:42:02 PM,40.6883337,,-73.950916,,Greene Ave & Nostrand Ave,,Greene Ave & Nostrand Ave,1,In Service,False,23
324,,4,19,,3056,,2016-11-22 02:41:50 PM,40.69072549,,-73.95133465,,Kosciuszko St & Nostrand Ave,,Kosciuszko St & Nostrand Ave,1,In Service,False,23
325,,1,17,,3057,,2016-11-22 02:44:40 PM,40.69128258,,-73.9452416,,Kosciuszko St & Tompkins Ave,,Kosciuszko St & Tompkins Ave,1,In Service,False,18
326,,0,24,,3058,,2016-11-22 02:41:21 PM,40.69237074,,-73.93705428,,Lewis Ave & Kosciuszko St,,Lewis Ave & Kosciuszko St,1,In Service,False,24
327,,1,17,,3059,,2016-11-22 02:42:53 PM,40.6933982,,-73.939877,,Pulaski St & Marcus Garvey Blvd,,Pulaski St & Marcus Garvey Blvd,1,In Service,False,19
328,,0,19,,3060,,2016-11-22 02:42:46 PM,40.69425403,,-73.94626915,,Willoughby Ave & Tompkins Ave,,Willoughby Ave & Tompkins Ave,1,In Service,False,19
329,,1,19,,3061,,2016-11-22 02:44:40 PM,40.69622937,,-73.94371094,,Throop Ave & Myrtle Ave,,Throop Ave & Myrtle Ave,1,In Service,False,21
330,,14,9,,3062,,2016-11-22 02:44:34 PM,40.69539817,,-73.94954908,,Myrtle Ave & Marcy Ave,,Myrtle Ave & Marcy Ave,1,In Service,False,23
331,,7,13,,3063,,2016-11-22 02:41:16 PM,40.69527008,,-73.95238108,,Nostrand Ave & Myrtle Ave,,Nostrand Ave & Myrtle Ave,1,In Service,False,20
332,,4,17,,3064,,2016-11-22 02:44:21 PM,40.69681963,,-73.93756926,,Myrtle Ave & Lewis Ave,,Myrtle Ave & Lewis Ave,1,In Service,False,23
333,,2,25,,3065,,2016-11-22 02:41:38 PM,40.70029511,,-73.95032283,,Union Ave & Wallabout St,,Union Ave & Wallabout St,1,In Service,False,27
334,,11,6,,3066,,2016-11-22 02:43:44 PM,40.69957608,,-73.94708417,,Tompkins Ave & Hopkins St,,Tompkins Ave & Hopkins St,1,In Service,False,19
335,,24,3,,3067,,2016-11-22 02:42:15 PM,40.7016657,,-73.9437303,,Broadway & Whipple St,,Broadway & Whipple St,1,In Service,False,27
336,,22,1,,3068,,2016-11-22 02:43:27 PM,40.7031724,,-73.940636,,Humboldt St & Varet St,,Humboldt St & Varet St,1,In Service,False,24
337,,11,14,,3069,,2016-11-22 02:43:19 PM,40.70411791,,-73.94818595,,Lorimer St & Broadway,,Lorimer St & Broadway,1,In Service,False,25
338,,2,21,,3070,,2016-11-22 02:44:35 PM,40.70510918,,-73.94407279,,McKibbin St & Manhattan Ave,,McKibbin St & Manhattan Ave,1,In Service,False,23
339,,2,16,,3071,,2016-11-22 02:44:06 PM,40.70538077,,-73.94976519,,Boerum St & Broadway,,Boerum St & Broadway,1,In Service,False,19
340,,0,24,,3072,,2016-11-22 02:44:55 PM,40.70583339,,-73.94644578,,Leonard St & Boerum St,,Leonard St & Boerum St,1,In Service,False,24
341,,1,26,,3073,,2016-11-22 02:41:32 PM,40.70691254,,-73.95441667,,Division Ave & Hooper St,,Division Ave & Hooper St,1,In Service,False,27
342,,16,14,,3074,,2016-11-22 02:43:14 PM,40.70767788,,-73.94016171,,Montrose Ave & Bushwick Ave,,Montrose Ave & Bushwick Ave,1,In Service,False,31
343,,7,26,,3075,,2016-11-22 02:43:49 PM,40.70708701,,-73.95796783,,Division Ave & Marcy Ave,,Division Ave & Marcy Ave,1,In Service,False,33
344,,0,24,,3076,,2016-11-22 02:43:55 PM,40.70870368,,-73.9448625,,Scholes St & Manhattan Ave,,Scholes St & Manhattan Ave,1,In Service,False,24
345,,0,32,,3077,,2016-11-22 02:41:28 PM,40.70877084,,-73.95095259,,Stagg St & Union Ave,,Stagg St & Union Ave,1,In Service,False,33
346,,25,2,,3078,,2016-11-22 02:41:32 PM,40.70925562,,-73.95982218,,Broadway & Roebling St,,Broadway & Roebling St,1,In Service,False,27
347,,0,24,,3079,,2016-11-22 02:41:34 PM,40.71103537,,-73.94714303,,Leonard St & Grand St,,Leonard St & Grand St,1,In Service,False,24
348,,10,11,,3080,,2016-11-22 02:43:01 PM,40.70934,,-73.95608,,S 4 St & Rodney St,,S 4 St & Rodney St,1,In Service,False,21
349,,1,22,,3081,,2016-11-22 02:44:04 PM,40.711863,,-73.944024,,Graham Ave & Grand St,,Graham Ave & Grand St,1,In Service,False,23
350,,1,24,,3082,,2016-11-22 02:43:43 PM,40.71167351,,-73.95141312,,Hope St & Union Ave,,Hope St & Union Ave,1,In Service,False,25
351,,5,25,,3083,,2016-11-22 02:43:09 PM,40.71247661,,-73.94100005,,Bushwick Ave & Powers St,,Bushwick Ave & Powers St,1,In Service,False,30
352,,12,6,,3084,,2016-11-22 02:44:20 PM,40.71348658,,-73.94792458,,Devoe St & Leonard St,,Devoe St & Leonard St,1,In Service,False,19
353,,8,17,,3085,,2016-11-22 02:44:48 PM,40.71469,,-73.95739,,Roebling St & N 4 St,,Roebling St & N 4 St,1,In Service,False,25
354,,1,24,,3086,,2016-11-22 02:41:51 PM,40.715143,,-73.944507,,Graham Ave & Conselyea St,,Graham Ave & Conselyea St,1,In Service,False,25
355,,12,17,,3087,,2016-11-22 02:43:22 PM,40.71413311,,-73.95234386,,Metropolitan Ave & Meeker Ave,,Metropolitan Ave & Meeker Ave,1,In Service,False,30
356,,4,15,,3088,,2016-11-22 02:42:00 PM,40.7160751,,-73.952029,,Union Ave & Jackson St,,Union Ave & Jackson St,1,In Service,False,19
357,,0,0,,3089,,1969-12-31 07:00:00 PM,40.7173184039,,-73.9482021332,,Leonard St & Meeker Ave,,Leonard St & Meeker Ave,3,Not In Service,False,0
358,,25,5,,3090,,2016-11-22 02:42:49 PM,40.71774592,,-73.95600096,,N 8 St & Driggs Ave,,N 8 St & Driggs Ave,1,In Service,False,31
359,,6,25,,3091,,2016-11-22 02:43:50 PM,40.71764,,-73.94882,,Frost St & Meeker St,,Frost St & Meeker St,1,In Service,False,31
360,,19,7,,3092,,2016-11-22 02:44:27 PM,40.7190095,,-73.95852515,,Berry St & N 8 St,,Berry St & N 8 St,1,In Service,False,27
361,,23,5,,3093,,2016-11-22 02:41:52 PM,40.71745169,,-73.95850939,,N 6 St & Bedford Ave,,N 6 St & Bedford Ave,1,In Service,False,28
362,,1,17,,3094,,2016-11-22 02:44:43 PM,40.7169811,,-73.94485918,,Graham Ave & Withers St,,Graham Ave & Withers St,1,In Service,False,18
363,,0,23,,3095,,2016-11-22 02:42:44 PM,40.71929301,,-73.94500379,,Graham Ave & Herbert St,,Graham Ave & Herbert St,1,In Service,False,23
364,,30,9,,3096,,2016-11-22 02:41:38 PM,40.71924,,-73.95242,,Union Ave & N 12 St,,Union Ave & N 12 St,1,In Service,False,39
365,,2,41,,3098,,2016-11-22 02:42:56 PM,40.71928,,-73.94861,,Leonard St & Bayard St,,Leonard St & Bayard St,1,In Service,False,43
366,,1,18,,3099,,2016-11-22 02:41:43 PM,40.7215224034,,-73.948982656,,Leonard St & Manhattan Ave,,Leonard St & Manhattan Ave,1,In Service,False,19
367,,1,38,,3100,,2016-11-22 02:42:36 PM,40.7248125644,,-73.9475262165,,Nassau Ave & Newell St,,Nassau Ave & Newell St,1,In Service,False,39
368,,21,6,,3101,,2016-11-22 02:44:08 PM,40.72079821,,-73.95484712,,N 12 St & Bedford Ave,,N 12 St & Bedford Ave,1,In Service,False,27
369,,1,26,,3102,,2016-11-22 02:42:29 PM,40.72179134,,-73.9504154,,Driggs Ave & Lorimer St,,Driggs Ave & Lorimer St,1,In Service,False,27
370,,20,7,,3103,,2016-11-22 02:43:35 PM,40.72153267,,-73.95782357,,N 11 St & Wythe Ave,,N 11 St & Wythe Ave,1,In Service,False,27
371,,14,10,,3105,,2016-11-22 02:43:53 PM,40.724055,,-73.955736,,N 15 St & Wythe Ave,,N 15 St & Wythe Ave,1,In Service,False,24
372,,3,16,,3106,,2016-11-22 02:41:28 PM,40.72325,,-73.94308,,Driggs Ave & N Henry St,,Driggs Ave & N Henry St,1,In Service,False,19
373,,15,24,,3107,,2016-11-22 02:41:14 PM,40.72311651,,-73.95212324,,Bedford Ave & Nassau Ave,,Bedford Ave & Nassau Ave,1,In Service,False,39
374,,0,23,,3108,,2016-11-22 02:44:40 PM,40.72557,,-73.94434,,Nassau Ave & Russell St,,Nassau Ave & Russell St,1,In Service,False,24
375,,15,16,,3109,,2016-11-22 02:42:37 PM,40.72606,,-73.95621,,Banker St & Meserole Ave,,Banker St & Meserole Ave,1,In Service,False,31
376,,0,27,,3110,,2016-11-22 02:43:09 PM,40.72708584,,-73.95299117,,Meserole Ave & Manhattan Ave,,Meserole Ave & Manhattan Ave,1,In Service,False,27
377,,6,19,,3111,,2016-11-22 02:41:52 PM,40.7258483,,-73.95064893,,Norman Ave & Leonard St,,Norman Ave & Leonard St,1,In Service,False,25
378,,31,1,,3112,,2016-11-22 02:42:52 PM,40.72906,,-73.95779,,Milton St & Franklin St,,Milton St & Franklin St,1,In Service,False,33
379,,9,18,,3113,,2016-11-22 02:41:11 PM,40.73026,,-73.95394,,Greenpoint Ave & Manhattan Ave,,Greenpoint Ave & Manhattan Ave,1,In Service,False,27
380,,15,8,,3114,,2016-11-22 02:44:24 PM,40.73165141,,-73.96161892,,India St & East River,,India St & East River,1,In Service,False,23
381,,3,31,,3115,,2016-11-22 02:43:10 PM,40.73232194,,-73.9550858,,India St & Manhattan Ave,,India St & Manhattan Ave,1,In Service,False,34
382,,0,35,,3116,,2016-11-22 02:44:17 PM,40.73266,,-73.95826,,Huron St & Franklin St,,Huron St & Franklin St,1,In Service,False,35
383,,2,25,,3117,,2016-11-22 02:44:07 PM,40.73564,,-73.95866,,Franklin St & Dupont St,,Franklin St & Dupont St,1,In Service,False,27
384,,1,29,,3118,,2016-11-22 02:42:35 PM,40.73555,,-73.95284,,McGuinness Blvd & Eagle St,,McGuinness Blvd & Eagle St,1,In Service,False,30
385,,24,21,,3119,,2016-11-22 02:42:50 PM,40.74232744,,-73.95411749,,Vernon Blvd & 50 Ave,,Vernon Blvd & 50 Ave,1,In Service,False,45
386,,13,6,,3120,,2016-11-22 02:42:52 PM,40.74161,,-73.96044,,Center Blvd & Borden Ave,,Center Blvd & Borden Ave,1,In Service,False,20
387,,1,26,,3121,,2016-11-22 02:41:23 PM,40.74524768,,-73.94733276,,Jackson Ave & 46 Rd,,Jackson Ave & 46 Rd,1,In Service,False,27
388,,18,13,,3122,,2016-11-22 02:42:28 PM,40.7443632871,,-73.955873251,,48 Ave & 5 St,,48 Ave & 5 St,1,In Service,False,31
389,,25,2,,3123,,2016-11-22 02:42:37 PM,40.74469738,,-73.93540375,,31 St & Thomson Ave,,31 St & Thomson Ave,1,In Service,False,27
390,,3,24,,3124,,2016-11-22 02:44:47 PM,40.74731,,-73.95451,,46 Ave & 5 St,,46 Ave & 5 St,1,In Service,False,27
391,,8,14,,3125,,2016-11-22 02:41:59 PM,40.74708586,,-73.94977234,,45 Rd & 11 St,,45 Rd & 11 St,1,In Service,False,23
392,,20,14,,3126,,2016-11-22 02:43:08 PM,40.74718234,,-73.9432635,,44 Dr & Jackson Ave,,44 Dr & Jackson Ave,1,In Service,False,34
393,,29,6,,3127,,2016-11-22 02:41:50 PM,40.74966,,-73.9521,,9 St & 44 Rd,,9 St & 44 Rd,1,In Service,False,35
394,,15,8,,3128,,2016-11-22 02:41:20 PM,40.75052534,,-73.94594845,,21 St & 43 Ave,,21 St & 43 Ave,1,In Service,False,23
395,,29,1,,3129,,2016-11-22 02:41:32 PM,40.75110165,,-73.94073717,,Queens Plaza North & Crescent St,,Queens Plaza North & Crescent St,1,In Service,False,31
396,,1,29,,3131,,2016-11-22 02:41:50 PM,40.7671284035,,-73.9622461796,,E 68 St & 3 Ave,,E 68 St & 3 Ave,1,In Service,False,31
397,,33,2,,3132,,2016-11-22 02:42:57 PM,40.76350532,,-73.97109243,,E 59 St & Madison Ave,,E 59 St & Madison Ave,1,In Service,False,35
398,,27,24,,3134,,2016-11-22 02:42:02 PM,40.76312584,,-73.96526895,,3 Ave & E 62 St,,3 Ave & E 62 St,1,In Service,False,51
399,,15,26,,3135,,2016-11-22 02:44:59 PM,40.77112927,,-73.95772297,,E 75 St & 3 Ave,,E 75 St & 3 Ave,1,In Service,False,41
400,,28,3,,3137,,2016-11-22 02:43:54 PM,40.77282817,,-73.96685276,,5 Ave & E 73 St,,5 Ave & E 73 St,1,In Service,False,31
401,,4,39,,3139,,2016-11-22 02:43:20 PM,40.7711828754,,-73.9640942216,,E 72 St & Park Ave,,E 72 St & Park Ave,1,In Service,False,43
402,,9,46,,3140,,2016-11-22 02:45:04 PM,40.77140426,,-73.9535166,,1 Ave & E 78 St,,1 Ave & E 78 St,1,In Service,False,55
403,,43,14,,3141,,2016-11-22 02:44:56 PM,40.76500525,,-73.95818491,,1 Ave & E 68 St,,1 Ave & E 68 St,1,In Service,False,59
404,,7,34,,3142,,2016-11-22 02:43:14 PM,40.7612274,,-73.96094022,,1 Ave & E 62 St,,1 Ave & E 62 St,1,In Service,False,41
405,,26,19,,3143,,2016-11-22 02:41:23 PM,40.7768286344,,-73.9638876915,,5 Ave & E 78 St,,5 Ave & E 78 St,1,In Service,False,47
406,,12,33,,3144,,2016-11-22 02:43:49 PM,40.77677702,,-73.9590097,,E 81 St & Park Ave,,E 81 St & Park Ave,1,In Service,False,46
407,,7,38,,3145,,2016-11-22 02:41:44 PM,40.77862688,,-73.95772073,,E 84 St & Park Ave,,E 84 St & Park Ave,1,In Service,False,45
408,,9,38,,3146,,2016-11-22 02:44:06 PM,40.77573034,,-73.9567526,,E 81 St & 3 Ave,,E 81 St & 3 Ave,1,In Service,False,47
409,,5,34,,3147,,2016-11-22 02:44:54 PM,40.77801203,,-73.95407149,,E 85 St & 3 Ave,,E 85 St & 3 Ave,1,In Service,False,39
410,,6,21,,3148,,2016-11-22 02:41:49 PM,40.77565541,,-73.95068615,,E 84 St & 1 Ave,,E 84 St & 1 Ave,1,In Service,False,27
411,,2,45,,3150,,2016-11-22 02:44:06 PM,40.77536905,,-73.94803392,,E 85 St & York Ave,,E 85 St & York Ave,1,In Service,False,47
412,,0,31,,3151,,2016-11-22 02:42:34 PM,40.7728384,,-73.94989233,,E 81 St & York Ave,,E 81 St & York Ave,1,In Service,False,31
413,,0,27,,3152,,2016-11-22 02:43:37 PM,40.76873687,,-73.96119945,,3 Ave & E 71 St,,3 Ave & E 71 St,1,In Service,False,27
414,,0,0,,3153,,2016-10-25 10:55:55 AM,40.7681754674,,-73.9591026306,,E 71 St & 2 Ave,,E 71 St & 2 Ave,3,Not In Service,False,27
415,,19,20,,3155,,2016-11-22 02:44:29 PM,40.76440023,,-73.96648977,,Lexington Ave & E 63 St,,Lexington Ave & E 63 St,1,In Service,False,39
416,,13,23,,3156,,2016-11-22 02:44:11 PM,40.76663814,,-73.95348296,,E 72 St & York Ave,,E 72 St & York Ave,1,In Service,False,39
417,,0,27,,3157,,2016-11-22 02:42:28 PM,40.77518615,,-73.94446054,,East End Ave & E 86 St,,East End Ave & E 86 St,1,In Service,False,27
418,,20,11,,3158,,2016-11-22 02:41:26 PM,40.77163851,,-73.98261428,,W 63 St & Broadway,,W 63 St & Broadway,1,In Service,False,31
419,,0,30,,3159,,2016-11-22 02:42:35 PM,40.77492513,,-73.98266566,,W 67 St & Broadway,,W 67 St & Broadway,1,In Service,False,31
420,,0,39,,3160,,2016-11-16 01:37:48 PM,40.77896784,,-73.97374737,,Central Park West & W 76 St,,Central Park West & W 76 St,3,Not In Service,False,39
421,,0,58,,3161,,2016-11-22 02:41:26 PM,40.7801839724,,-73.9772853255,,W 76 St & Columbus Ave,,W 76 St & Columbus Ave,1,In Service,False,59
422,,3,36,,3162,,2016-11-22 02:43:36 PM,40.78339981,,-73.98093133,,W 78 St & Broadway,,W 78 St & Broadway,1,In Service,False,39
423,,0,0,,3163,,2016-11-17 07:42:41 AM,40.7734066,,-73.97782542,,Central Park West & W 68 St,,Central Park West & W 68 St,3,Not In Service,False,0
424,,1,65,,3164,,2016-11-22 02:44:21 PM,40.7770575,,-73.97898475,,Columbus Ave & W 72 St,,Columbus Ave & W 72 St,1,In Service,False,67
425,,0,51,,3165,,2016-11-22 02:42:26 PM,40.7757937668,,-73.9762057364,,Central Park West & W 72 St,,Central Park West & W 72 St,3,Not In Service,False,51
426,,12,29,,3166,,2016-11-22 02:41:42 PM,40.7805779901,,-73.9856243134,,Riverside Dr & W 72 St,,Riverside Dr & W 72 St,1,In Service,False,41
427,,5,49,,3167,,2016-11-22 02:42:25 PM,40.7796680901,,-73.9809304476,,Amsterdam Ave & W 73 St,,Amsterdam Ave & W 73 St,1,In Service,False,55
428,,6,25,,3168,,2016-11-22 02:42:27 PM,40.78472675,,-73.96961715,,Central Park West & W 85 St,,Central Park West & W 85 St,1,In Service,False,31
429,,15,22,,3169,,2016-11-22 02:43:42 PM,40.78720869,,-73.98128127,,Riverside Dr & W 82 St,,Riverside Dr & W 82 St,1,In Service,False,39
430,,2,33,,3170,,2016-11-22 02:44:29 PM,40.78499979,,-73.97283406,,W 84 St & Columbus Ave,,W 84 St & Columbus Ave,1,In Service,False,35
431,,1,38,,3171,,2016-11-22 02:42:59 PM,40.78524672,,-73.97667321,,Amsterdam Ave & W 82 St,,Amsterdam Ave & W 82 St,1,In Service,False,39
432,,1,26,,3172,,2016-11-22 02:44:56 PM,40.7785669,,-73.97754961,,W 74 St & Columbus Ave,,W 74 St & Columbus Ave,1,In Service,False,27
433,,3,40,,3173,,2016-11-22 02:41:10 PM,40.7775070275,,-73.9888858795,,Riverside Blvd & W 67 St,,Riverside Blvd & W 67 St,1,In Service,False,43
